payment_id,policy_number,transaction_date,paid_amount
p-0007884,Policy-000197,7/17/2020,13261.67
p-0007885,Policy-000197,8/17/2020,13261.67
p-0007886,Policy-000197,9/17/2020,13261.67
p-0007887,Policy-000197,10/17/2020,13261.67
p-0007888,Policy-000197,11/17/2020,13261.67
p-0007889,Policy-000197,12/17/2020,13261.67
p-0007890,Policy-000197,1/17/2021,13261.67
p-0007891,Policy-000197,2/17/2021,13261.67
p-0007892,Policy-000197,3/17/2021,13261.67
p-0007893,Policy-000197,4/17/2021,13261.67
p-0007894,Policy-000197,5/17/2021,13261.67
p-0007895,Policy-000197,6/17/2021,13261.67
p-0007896,Policy-000197,7/17/2021,13261.67
p-0007897,Policy-000199,6/3/2018,13261.67
p-0007898,Policy-000199,7/3/2018,13261.67
p-0007899,Policy-000199,8/3/2018,13261.67
p-0007900,Policy-000199,9/3/2018,13261.67
p-0007901,Policy-000199,10/3/2018,13261.67
p-0007902,Policy-000199,11/3/2018,13261.67
p-0007903,Policy-000199,12/3/2018,13261.67
p-0007904,Policy-000199,1/3/2019,13261.67
p-0007905,Policy-000199,2/3/2019,13261.67
p-0007906,Policy-000199,3/3/2019,13261.67
p-0007907,Policy-000199,4/3/2019,13261.67
p-0007908,Policy-000199,5/3/2019,13261.67
p-0007909,Policy-000221,8/26/2018,13261.67
p-0007910,Policy-000221,9/26/2018,13261.67
p-0007911,Policy-000221,10/26/2018,13261.67
p-0007912,Policy-000221,11/26/2018,13261.67
p-0007913,Policy-000221,12/26/2018,13261.67
p-0007914,Policy-000221,1/26/2019,13261.67
p-0007915,Policy-000221,2/26/2019,13261.67
p-0007916,Policy-000221,3/26/2019,13261.67
p-0007917,Policy-000221,4/26/2019,13261.67
p-0007918,Policy-000221,5/26/2019,13261.67
p-0007919,Policy-000221,6/26/2019,13261.67
p-0007920,Policy-000221,7/26/2019,13261.67
p-0007921,Policy-000224,5/12/2018,13261.67
p-0007922,Policy-000224,6/12/2018,13261.67
p-0007923,Policy-000224,7/12/2018,13261.67
p-0007924,Policy-000224,8/12/2018,13261.67
p-0007925,Policy-000224,9/12/2018,13261.67
p-0007926,Policy-000224,10/12/2018,13261.67
p-0007927,Policy-000224,11/12/2018,13261.67
p-0007928,Policy-000224,12/12/2018,13261.67
p-0007929,Policy-000224,1/12/2019,13261.67
p-0007930,Policy-000224,2/12/2019,13261.67
p-0007931,Policy-000224,3/12/2019,13261.67
p-0007932,Policy-000224,4/12/2019,13261.67
p-0007933,Policy-000238,7/20/2018,13261.67
p-0007934,Policy-000238,8/20/2018,13261.67
p-0007935,Policy-000238,9/20/2018,13261.67
p-0007936,Policy-000238,10/20/2018,13261.67
p-0007937,Policy-000238,11/20/2018,13261.67
p-0007938,Policy-000238,12/20/2018,13261.67
p-0007939,Policy-000238,1/20/2019,13261.67
p-0007940,Policy-000238,2/20/2019,13261.67
p-0007941,Policy-000238,3/20/2019,13261.67
p-0007942,Policy-000238,4/20/2019,13261.67
p-0007943,Policy-000238,5/20/2019,13261.67
p-0007944,Policy-000238,6/20/2019,13261.67
p-0007945,Policy-000241,5/12/2018,13261.67
p-0007946,Policy-000241,6/12/2018,13261.67
p-0007947,Policy-000241,7/12/2018,13261.67
p-0007948,Policy-000241,8/12/2018,13261.67
p-0007949,Policy-000241,9/12/2018,13261.67
p-0007950,Policy-000241,10/12/2018,13261.67
p-0007951,Policy-000241,11/12/2018,13261.67
p-0007952,Policy-000241,12/12/2018,13261.67
p-0007953,Policy-000241,1/12/2019,13261.67
p-0007954,Policy-000241,2/12/2019,13261.67
p-0007955,Policy-000241,3/12/2019,13261.67
p-0007956,Policy-000241,4/12/2019,13261.67
p-0007957,Policy-000258,7/20/2018,13261.67
p-0007958,Policy-000258,8/20/2018,13261.67
p-0007959,Policy-000258,9/20/2018,13261.67
p-0007960,Policy-000258,10/20/2018,13261.67
p-0007961,Policy-000258,11/20/2018,13261.67
p-0007962,Policy-000258,12/20/2018,13261.67
p-0007963,Policy-000258,1/20/2019,13261.67
p-0007964,Policy-000258,2/20/2019,13261.67
p-0007965,Policy-000258,3/20/2019,13261.67
p-0007966,Policy-000258,4/20/2019,13261.67
p-0007967,Policy-000258,5/20/2019,13261.67
p-0007968,Policy-000258,6/20/2019,13261.67
p-0007969,Policy-000258,7/20/2019,13261.67
p-0007970,Policy-000258,8/20/2019,13261.67
p-0007971,Policy-000258,9/20/2019,13261.67
p-0007972,Policy-000258,10/20/2019,13261.67
p-0007973,Policy-000258,11/20/2019,13261.67
p-0007974,Policy-000258,12/20/2019,13261.67
p-0007975,Policy-000258,1/20/2020,13261.67
p-0007976,Policy-000258,2/20/2020,13261.67
p-0007977,Policy-000258,3/20/2020,13261.67
p-0007978,Policy-000258,4/20/2020,13261.67
p-0007979,Policy-000258,5/20/2020,13261.67
p-0007980,Policy-000258,6/20/2020,13261.67
p-0007981,Policy-000258,7/20/2020,13261.67
p-0007982,Policy-000258,8/20/2020,13261.67
p-0007983,Policy-000258,9/20/2020,13261.67
p-0007984,Policy-000258,10/20/2020,13261.67
p-0007985,Policy-000258,11/20/2020,13261.67
p-0007986,Policy-000258,12/20/2020,13261.67
p-0007987,Policy-000258,1/20/2021,13261.67
p-0007988,Policy-000258,2/20/2021,13261.67
p-0007989,Policy-000258,3/20/2021,13261.67
p-0007990,Policy-000258,4/20/2021,13261.67
p-0007991,Policy-000258,5/20/2021,13261.67
p-0007992,Policy-000258,6/20/2021,13261.67
p-0007993,Policy-000265,5/1/2018,13261.67
p-0007994,Policy-000265,6/1/2018,13261.67
p-0007995,Policy-000265,7/1/2018,13261.67
p-0007996,Policy-000265,8/1/2018,13261.67
p-0007997,Policy-000265,9/1/2018,13261.67
p-0007998,Policy-000265,10/1/2018,13261.67
p-0007999,Policy-000265,11/1/2018,13261.67
p-0008000,Policy-000265,12/1/2018,13261.67
p-0008001,Policy-000265,1/1/2019,13261.67
p-0008002,Policy-000265,2/1/2019,13261.67
p-0008003,Policy-000265,3/1/2019,13261.67
p-0008004,Policy-000265,4/1/2019,13261.67
p-0008005,Policy-000287,9/26/2018,13261.67
p-0008006,Policy-000287,10/26/2018,13261.67
p-0008007,Policy-000287,11/26/2018,13261.67
p-0008008,Policy-000287,12/26/2018,13261.67
p-0008009,Policy-000287,1/26/2019,13261.67
p-0008010,Policy-000287,2/26/2019,13261.67
p-0008011,Policy-000287,3/26/2019,13261.67
p-0008012,Policy-000287,4/26/2019,13261.67
p-0008013,Policy-000287,5/26/2019,13261.67
p-0008014,Policy-000287,6/26/2019,13261.67
p-0008015,Policy-000287,7/26/2019,13261.67
p-0008016,Policy-000287,8/26/2019,13261.67
p-0008017,Policy-000287,9/26/2019,13261.67
p-0008018,Policy-000287,10/26/2019,13261.67
p-0008019,Policy-000287,11/26/2019,13261.67
p-0008020,Policy-000287,12/26/2019,13261.67
p-0008021,Policy-000287,1/26/2020,13261.67
p-0008022,Policy-000287,2/26/2020,13261.67
p-0008023,Policy-000287,3/26/2020,13261.67
p-0008024,Policy-000287,4/26/2020,13261.67
p-0008025,Policy-000287,5/26/2020,13261.67
p-0008026,Policy-000287,6/26/2020,13261.67
p-0008027,Policy-000287,7/26/2020,13261.67
p-0008028,Policy-000287,8/26/2020,13261.67
p-0008029,Policy-000287,9/26/2020,13261.67
p-0008030,Policy-000287,10/26/2020,13261.67
p-0008031,Policy-000287,11/26/2020,13261.67
p-0008032,Policy-000287,12/26/2020,13261.67
p-0008033,Policy-000287,1/26/2021,13261.67
p-0008034,Policy-000287,2/26/2021,13261.67
p-0008035,Policy-000287,3/26/2021,13261.67
p-0008036,Policy-000287,4/26/2021,13261.67
p-0008037,Policy-000287,5/26/2021,13261.67
p-0008038,Policy-000287,6/26/2021,13261.67
p-0008039,Policy-000287,7/26/2021,13261.67
p-0008040,Policy-000287,8/26/2021,13261.67
p-0008041,Policy-000289,4/23/2018,13261.67
p-0008042,Policy-000289,5/23/2018,13261.67
p-0008043,Policy-000289,6/23/2018,13261.67
p-0008044,Policy-000289,7/23/2018,13261.67
p-0008045,Policy-000289,8/23/2018,13261.67
p-0008046,Policy-000289,9/23/2018,13261.67
p-0008047,Policy-000289,10/23/2018,13261.67
p-0008048,Policy-000289,11/23/2018,13261.67
p-0008049,Policy-000289,12/23/2018,13261.67
p-0008050,Policy-000289,1/23/2019,13261.67
p-0008051,Policy-000289,2/23/2019,13261.67
p-0008052,Policy-000289,3/23/2019,13261.67
p-0008053,Policy-000295,5/23/2018,13261.67
p-0008054,Policy-000295,6/23/2018,13261.67
p-0008055,Policy-000295,7/23/2018,13261.67
p-0008056,Policy-000295,8/23/2018,13261.67
p-0008057,Policy-000295,9/23/2018,13261.67
p-0008058,Policy-000295,10/23/2018,13261.67
p-0008059,Policy-000295,11/23/2018,13261.67
p-0008060,Policy-000295,12/23/2018,13261.67
p-0008061,Policy-000295,1/23/2019,13261.67
p-0008062,Policy-000295,2/23/2019,13261.67
p-0008063,Policy-000295,3/23/2019,13261.67
p-0008064,Policy-000295,4/23/2019,13261.67
p-0008065,Policy-000310,5/9/2018,13261.67
p-0008066,Policy-000310,6/9/2018,13261.67
p-0008067,Policy-000310,7/9/2018,13261.67
p-0008068,Policy-000310,8/9/2018,13261.67
p-0008069,Policy-000310,9/9/2018,13261.67
p-0008070,Policy-000310,10/9/2018,13261.67
p-0008071,Policy-000310,11/9/2018,13261.67
p-0008072,Policy-000310,12/9/2018,13261.67
p-0008073,Policy-000310,1/9/2019,13261.67
p-0008074,Policy-000310,2/9/2019,13261.67
p-0008075,Policy-000310,3/9/2019,13261.67
p-0008076,Policy-000310,4/9/2019,13261.67
p-0008077,Policy-000347,9/1/2018,13261.67
p-0008078,Policy-000347,10/1/2018,13261.67
p-0008079,Policy-000347,11/1/2018,13261.67
p-0008080,Policy-000347,12/1/2018,13261.67
p-0008081,Policy-000347,1/1/2019,13261.67
p-0008082,Policy-000347,2/1/2019,13261.67
p-0008083,Policy-000347,3/1/2019,13261.67
p-0008084,Policy-000347,4/1/2019,13261.67
p-0008085,Policy-000347,5/1/2019,13261.67
p-0008086,Policy-000347,6/1/2019,13261.67
p-0008087,Policy-000347,7/1/2019,13261.67
p-0008088,Policy-000347,8/1/2019,13261.67
p-0008089,Policy-000385,4/28/2018,13261.67
p-0008090,Policy-000385,5/28/2018,13261.67
p-0008091,Policy-000385,6/28/2018,13261.67
p-0008092,Policy-000385,7/28/2018,13261.67
p-0008093,Policy-000385,8/28/2018,13261.67
p-0008094,Policy-000385,9/28/2018,13261.67
p-0008095,Policy-000385,10/28/2018,13261.67
p-0008096,Policy-000385,11/28/2018,13261.67
p-0008097,Policy-000385,12/28/2018,13261.67
p-0008098,Policy-000385,1/28/2019,13261.67
p-0008099,Policy-000385,2/28/2019,13261.67
p-0008100,Policy-000385,3/28/2019,13261.67
p-0008101,Policy-000394,6/26/2018,13261.67
p-0008102,Policy-000394,7/26/2018,13261.67
p-0008103,Policy-000394,8/26/2018,13261.67
p-0008104,Policy-000394,9/26/2018,13261.67
p-0008105,Policy-000394,10/26/2018,13261.67
p-0008106,Policy-000394,11/26/2018,13261.67
p-0008107,Policy-000394,12/26/2018,13261.67
p-0008108,Policy-000394,1/26/2019,13261.67
p-0008109,Policy-000394,2/26/2019,13261.67
p-0008110,Policy-000394,3/26/2019,13261.67
p-0008111,Policy-000394,4/26/2019,13261.67
p-0008112,Policy-000394,5/26/2019,13261.67
p-0008113,Policy-000395,2/22/2018,13261.67
p-0008114,Policy-000395,3/22/2018,13261.67
p-0008115,Policy-000395,4/22/2018,13261.67
p-0008116,Policy-000395,5/22/2018,13261.67
p-0008117,Policy-000395,6/22/2018,13261.67
p-0008118,Policy-000395,7/22/2018,13261.67
p-0008119,Policy-000395,8/22/2018,13261.67
p-0008120,Policy-000395,9/22/2018,13261.67
p-0008121,Policy-000395,10/22/2018,13261.67
p-0008122,Policy-000395,11/22/2018,13261.67
p-0008123,Policy-000395,12/22/2018,13261.67
p-0008124,Policy-000395,1/22/2019,13261.67
p-0008125,Policy-000413,8/14/2018,13261.67
p-0008126,Policy-000413,9/14/2018,13261.67
p-0008127,Policy-000413,10/14/2018,13261.67
p-0008128,Policy-000413,11/14/2018,13261.67
p-0008129,Policy-000413,12/14/2018,13261.67
p-0008130,Policy-000413,1/14/2019,13261.67
p-0008131,Policy-000413,2/14/2019,13261.67
p-0008132,Policy-000413,3/14/2019,13261.67
p-0008133,Policy-000413,4/14/2019,13261.67
p-0008134,Policy-000413,5/14/2019,13261.67
p-0008135,Policy-000413,6/14/2019,13261.67
p-0008136,Policy-000413,7/14/2019,13261.67
p-0008137,Policy-000413,8/14/2019,13261.67
p-0008138,Policy-000413,9/14/2019,13261.67
p-0008139,Policy-000413,10/14/2019,13261.67
p-0008140,Policy-000413,11/14/2019,13261.67
p-0008141,Policy-000413,12/14/2019,13261.67
p-0008142,Policy-000413,1/14/2020,13261.67
p-0008143,Policy-000413,2/14/2020,13261.67
p-0008144,Policy-000413,3/14/2020,13261.67
p-0008145,Policy-000413,4/14/2020,13261.67
p-0008146,Policy-000413,5/14/2020,13261.67
p-0008147,Policy-000413,6/14/2020,13261.67
p-0008148,Policy-000413,7/14/2020,13261.67
p-0008149,Policy-000413,8/14/2020,13261.67
p-0008150,Policy-000413,9/14/2020,13261.67
p-0008151,Policy-000413,10/14/2020,13261.67
p-0008152,Policy-000413,11/14/2020,13261.67
p-0008153,Policy-000413,12/14/2020,13261.67
p-0008154,Policy-000413,1/14/2021,13261.67
p-0008155,Policy-000413,2/14/2021,13261.67
p-0008156,Policy-000413,3/14/2021,13261.67
p-0008157,Policy-000413,4/14/2021,13261.67
p-0008158,Policy-000413,5/14/2021,13261.67
p-0008159,Policy-000413,6/14/2021,13261.67
p-0008160,Policy-000413,7/14/2021,13261.67
p-0008161,Policy-000439,4/17/2018,13261.67
p-0008162,Policy-000439,5/17/2018,13261.67
p-0008163,Policy-000439,6/17/2018,13261.67
p-0008164,Policy-000439,7/17/2018,13261.67
p-0008165,Policy-000439,8/17/2018,13261.67
p-0008166,Policy-000439,9/17/2018,13261.67
p-0008167,Policy-000439,10/17/2018,13261.67
p-0008168,Policy-000439,11/17/2018,13261.67
p-0008169,Policy-000439,12/17/2018,13261.67
p-0008170,Policy-000439,1/17/2019,13261.67
p-0008171,Policy-000439,2/17/2019,13261.67
p-0008172,Policy-000439,3/17/2019,13261.67
p-0008173,Policy-000439,4/17/2019,13261.67
p-0008174,Policy-000439,5/17/2019,13261.67
p-0008175,Policy-000439,6/17/2019,13261.67
p-0008176,Policy-000439,7/17/2019,13261.67
p-0008177,Policy-000439,8/17/2019,13261.67
p-0008178,Policy-000439,9/17/2019,13261.67
p-0008179,Policy-000439,10/17/2019,13261.67
p-0008180,Policy-000439,11/17/2019,13261.67
p-0008181,Policy-000439,12/17/2019,13261.67
p-0008182,Policy-000439,1/17/2020,13261.67
p-0008183,Policy-000439,2/17/2020,13261.67
p-0008184,Policy-000439,3/17/2020,13261.67
p-0008185,Policy-000439,4/17/2020,13261.67
p-0008186,Policy-000439,5/17/2020,13261.67
p-0008187,Policy-000439,6/17/2020,13261.67
p-0008188,Policy-000439,7/17/2020,13261.67
p-0008189,Policy-000439,8/17/2020,13261.67
p-0008190,Policy-000439,9/17/2020,13261.67
p-0008191,Policy-000439,10/17/2020,13261.67
p-0008192,Policy-000439,11/17/2020,13261.67
p-0008193,Policy-000439,12/17/2020,13261.67
p-0008194,Policy-000439,1/17/2021,13261.67
p-0008195,Policy-000439,2/17/2021,13261.67
p-0008196,Policy-000439,3/17/2021,13261.67
p-0008197,Policy-000467,1/1/2018,13261.67
p-0008198,Policy-000467,2/1/2018,13261.67
p-0008199,Policy-000467,3/1/2018,13261.67
p-0008200,Policy-000467,4/1/2018,13261.67
p-0008201,Policy-000467,5/1/2018,13261.67
p-0008202,Policy-000467,6/1/2018,13261.67
p-0008203,Policy-000467,7/1/2018,13261.67
p-0008204,Policy-000467,8/1/2018,13261.67
p-0008205,Policy-000467,9/1/2018,13261.67
p-0008206,Policy-000467,10/1/2018,13261.67
p-0008207,Policy-000467,11/1/2018,13261.67
p-0008208,Policy-000467,12/1/2018,13261.67
p-0008209,Policy-000467,1/1/2019,13261.67
p-0008210,Policy-000467,2/1/2019,13261.67
p-0008211,Policy-000467,3/1/2019,13261.67
p-0008212,Policy-000467,4/1/2019,13261.67
p-0008213,Policy-000467,5/1/2019,13261.67
p-0008214,Policy-000467,6/1/2019,13261.67
p-0008215,Policy-000467,7/1/2019,13261.67
p-0008216,Policy-000467,8/1/2019,13261.67
p-0008217,Policy-000467,9/1/2019,13261.67
p-0008218,Policy-000467,10/1/2019,13261.67
p-0008219,Policy-000467,11/1/2019,13261.67
p-0008220,Policy-000467,12/1/2019,13261.67
p-0008221,Policy-000467,1/1/2020,13261.67
p-0008222,Policy-000467,2/1/2020,13261.67
p-0008223,Policy-000467,3/1/2020,13261.67
p-0008224,Policy-000467,4/1/2020,13261.67
p-0008225,Policy-000467,5/1/2020,13261.67
p-0008226,Policy-000467,6/1/2020,13261.67
p-0008227,Policy-000467,7/1/2020,13261.67
p-0008228,Policy-000467,8/1/2020,13261.67
p-0008229,Policy-000467,9/1/2020,13261.67
p-0008230,Policy-000467,10/1/2020,13261.67
p-0008231,Policy-000467,11/1/2020,13261.67
p-0008232,Policy-000467,12/1/2020,13261.67
p-0008233,Policy-000529,5/15/2018,13261.67
p-0008234,Policy-000529,6/15/2018,13261.67
p-0008235,Policy-000529,7/15/2018,13261.67
p-0008236,Policy-000529,8/15/2018,13261.67
p-0008237,Policy-000529,9/15/2018,13261.67
p-0008238,Policy-000529,10/15/2018,13261.67
p-0008239,Policy-000529,11/15/2018,13261.67
p-0008240,Policy-000529,12/15/2018,13261.67
p-0008241,Policy-000529,1/15/2019,13261.67
p-0008242,Policy-000529,2/15/2019,13261.67
p-0008243,Policy-000529,3/15/2019,13261.67
p-0008244,Policy-000529,4/15/2019,13261.67
p-0008245,Policy-000529,5/15/2019,13261.67
p-0008246,Policy-000529,6/15/2019,13261.67
p-0008247,Policy-000529,7/15/2019,13261.67
p-0008248,Policy-000529,8/15/2019,13261.67
p-0008249,Policy-000529,9/15/2019,13261.67
p-0008250,Policy-000529,10/15/2019,13261.67
p-0008251,Policy-000529,11/15/2019,13261.67
p-0008252,Policy-000529,12/15/2019,13261.67
p-0008253,Policy-000529,1/15/2020,13261.67
p-0008254,Policy-000529,2/15/2020,13261.67
p-0008255,Policy-000529,3/15/2020,13261.67
p-0008256,Policy-000529,4/15/2020,13261.67
p-0008257,Policy-000529,5/15/2020,13261.67
p-0008258,Policy-000529,6/15/2020,13261.67
p-0008259,Policy-000529,7/15/2020,13261.67
p-0008260,Policy-000529,8/15/2020,13261.67
p-0008261,Policy-000529,9/15/2020,13261.67
p-0008262,Policy-000529,10/15/2020,13261.67
p-0008263,Policy-000529,11/15/2020,13261.67
p-0008264,Policy-000529,12/15/2020,13261.67
p-0008265,Policy-000529,1/15/2021,13261.67
p-0008266,Policy-000529,2/15/2021,13261.67
p-0008267,Policy-000529,3/15/2021,13261.67
p-0008268,Policy-000529,4/15/2021,13261.67
p-0008269,Policy-000542,2/1/2018,13261.67
p-0008270,Policy-000542,3/1/2018,13261.67
p-0008271,Policy-000542,4/1/2018,13261.67
p-0008272,Policy-000542,5/1/2018,13261.67
p-0008273,Policy-000542,6/1/2018,13261.67
p-0008274,Policy-000542,7/1/2018,13261.67
p-0008275,Policy-000542,8/1/2018,13261.67
p-0008276,Policy-000542,9/1/2018,13261.67
p-0008277,Policy-000542,10/1/2018,13261.67
p-0008278,Policy-000542,11/1/2018,13261.67
p-0008279,Policy-000542,12/1/2018,13261.67
p-0008280,Policy-000542,1/1/2019,13261.67
p-0008281,Policy-000565,4/5/2018,13261.67
p-0008282,Policy-000565,5/5/2018,13261.67
p-0008283,Policy-000565,6/5/2018,13261.67
p-0008284,Policy-000565,7/5/2018,13261.67
p-0008285,Policy-000565,8/5/2018,13261.67
p-0008286,Policy-000565,9/5/2018,13261.67
p-0008287,Policy-000565,10/5/2018,13261.67
p-0008288,Policy-000565,11/5/2018,13261.67
p-0008289,Policy-000565,12/5/2018,13261.67
p-0008290,Policy-000565,1/5/2019,13261.67
p-0008291,Policy-000565,2/5/2019,13261.67
p-0008292,Policy-000565,3/5/2019,13261.67
p-0008293,Policy-000565,4/5/2019,13261.67
p-0008294,Policy-000565,5/5/2019,13261.67
p-0008295,Policy-000565,6/5/2019,13261.67
p-0008296,Policy-000565,7/5/2019,13261.67
p-0008297,Policy-000565,8/5/2019,13261.67
p-0008298,Policy-000565,9/5/2019,13261.67
p-0008299,Policy-000565,10/5/2019,13261.67
p-0008300,Policy-000565,11/5/2019,13261.67
p-0008301,Policy-000565,12/5/2019,13261.67
p-0008302,Policy-000565,1/5/2020,13261.67
p-0008303,Policy-000565,2/5/2020,13261.67
p-0008304,Policy-000565,3/5/2020,13261.67
p-0008305,Policy-000565,4/5/2020,13261.67
p-0008306,Policy-000565,5/5/2020,13261.67
p-0008307,Policy-000565,6/5/2020,13261.67
p-0008308,Policy-000565,7/5/2020,13261.67
p-0008309,Policy-000565,8/5/2020,13261.67
p-0008310,Policy-000565,9/5/2020,13261.67
p-0008311,Policy-000565,10/5/2020,13261.67
p-0008312,Policy-000565,11/5/2020,13261.67
p-0008313,Policy-000565,12/5/2020,13261.67
p-0008314,Policy-000565,1/5/2021,13261.67
p-0008315,Policy-000565,2/5/2021,13261.67
p-0008316,Policy-000565,3/5/2021,13261.67
p-0008317,Policy-000569,3/7/2018,13261.67
p-0008318,Policy-000569,4/7/2018,13261.67
p-0008319,Policy-000569,5/7/2018,13261.67
p-0008320,Policy-000569,6/7/2018,13261.67
p-0008321,Policy-000569,7/7/2018,13261.67
p-0008322,Policy-000569,8/7/2018,13261.67
p-0008323,Policy-000569,9/7/2018,13261.67
p-0008324,Policy-000569,10/7/2018,13261.67
p-0008325,Policy-000569,11/7/2018,13261.67
p-0008326,Policy-000569,12/7/2018,13261.67
p-0008327,Policy-000569,1/7/2019,13261.67
p-0008328,Policy-000569,2/7/2019,13261.67
p-0008329,Policy-000569,3/7/2019,13261.67
p-0008330,Policy-000569,4/7/2019,13261.67
p-0008331,Policy-000569,5/7/2019,13261.67
p-0008332,Policy-000569,6/7/2019,13261.67
p-0008333,Policy-000569,7/7/2019,13261.67
p-0008334,Policy-000569,8/7/2019,13261.67
p-0008335,Policy-000569,9/7/2019,13261.67
p-0008336,Policy-000569,10/7/2019,13261.67
p-0008337,Policy-000569,11/7/2019,13261.67
p-0008338,Policy-000569,12/7/2019,13261.67
p-0008339,Policy-000569,1/7/2020,13261.67
p-0008340,Policy-000569,2/7/2020,13261.67
p-0008341,Policy-000569,3/7/2020,13261.67
p-0008342,Policy-000569,4/7/2020,13261.67
p-0008343,Policy-000569,5/7/2020,13261.67
p-0008344,Policy-000569,6/7/2020,13261.67
p-0008345,Policy-000569,7/7/2020,13261.67
p-0008346,Policy-000569,8/7/2020,13261.67
p-0008347,Policy-000569,9/7/2020,13261.67
p-0008348,Policy-000569,10/7/2020,13261.67
p-0008349,Policy-000569,11/7/2020,13261.67
p-0008350,Policy-000569,12/7/2020,13261.67
p-0008351,Policy-000569,1/7/2021,13261.67
p-0008352,Policy-000569,2/7/2021,13261.67
p-0008353,Policy-000588,9/12/2018,13261.67
p-0008354,Policy-000588,10/12/2018,13261.67
p-0008355,Policy-000588,11/12/2018,13261.67
p-0008356,Policy-000588,12/12/2018,13261.67
p-0008357,Policy-000588,1/12/2019,13261.67
p-0008358,Policy-000588,2/12/2019,13261.67
p-0008359,Policy-000588,3/12/2019,13261.67
p-0008360,Policy-000588,4/12/2019,13261.67
p-0008361,Policy-000588,5/12/2019,13261.67
p-0008362,Policy-000588,6/12/2019,13261.67
